target_id	length	eff_length	est_counts	tpm
ENST00000555993	4449	4277.24	0	0
ENST00000611979	10497	10325.2	0	0
ENST00000005257	2880	2708.24	0	0
ENST00000436179	882	710.245	0	0
ENST00000005260	3622	3450.24	238.171	2.98042
ENST00000397560	9272	9100.24	0	0
ENST00000242066	6348	6176.24	393.915	2.7537
ENST00000399357	6096	5924.24	0	0
ENST00000403527	3363	3191.24	0	0
ENST00000403685	1603	1431.24	2356.66	71.0924
ENST00000405192	4402	4230.24	0	0
ENST00000405218	3391	3219.24	0	0
ENST00000405358	4181	4009.24	0	0
ENST00000420159	6231	6059.24	0	0
ENST00000421381	554	382.245	35.2395	3.9804
ENST00000430479	6740	6568.24	163.031	1.07166
ENST00000431887	580	408.245	0	0
ENST00000433547	546	374.245	402.151	46.3952
ENST00000438956	1141	969.245	0	0
ENST00000443608	784	612.245	0	0
ENST00000355413	3849	3677.24	0	0
ENST00000473247	1550	1378.24	0	0
ENST00000492693	1046	874.245	0	0
ENST00000629555	2765	2593.24	0	0
ENST00000342456	2786	2614.24	155.013	2.56012
ENST00000527514	603	431.245	0	0
ENST00000612297	1231	1059.24	0	0
ENST00000614849	2280	2108.24	0	0
ENST00000615463	1300	1128.24	1158.94	44.3505
ENST00000617288	2078	1906.24	4515.61	102.277
ENST00000617449	709	537.245	385.433	30.9753
ENST00000371274	2149	1977.24	0	0
ENST00000371276	3345	3173.24	0	0
ENST00000448308	686	514.245	0	0
ENST00000248550	4778	4606.24	0	0
ENST00000275575	4541	4369.24	182.293	1.80137
ENST00000307305	4793	4621.24	399.084	3.72859
ENST00000415251	1738	1566.24	0	0
ENST00000416283	5198	5026.24	2611.98	22.437
ENST00000422959	3525	3353.24	1241.53	15.9857
ENST00000424760	1977	1805.24	640.117	15.3096
ENST00000450574	2516	2344.24	0	0
ENST00000005180	526	354.245	0	0
ENST00000394905	703	531.245	0	0
ENST00000264042	4051	3879.24	0	0
ENST00000373287	2580	2408.24	0	0
ENST00000412332	550	378.245	0	0
ENST00000413432	6065	5893.24	0	0
ENST00000418082	456	284.245	0	0
ENST00000422951	578	406.245	0	0
ENST00000444371	587	415.245	0	0
ENST00000445489	538	366.245	0	0
ENST00000627550	2122	1950.24	0	0
ENST00000005226	2700	2528.24	852.83	14.5641
ENST00000318024	2237	2065.24	1379.17	28.8327
ENST00000526181	1040	868.245	0	0
ENST00000527020	2159	1987.24	0	0
ENST00000527720	2278	2106.24	0	0
ENST00000005374	1032	860.245	0	0
ENST00000275428	1173	1001.24	0	0
ENST00000409144	836	664.245	0	0
ENST00000409390	767	595.245	0	0
ENST00000409436	954	782.245	0	0
ENST00000265728	3907	3735.24	0	0
ENST00000375190	2608	2436.24	0	0
ENST00000411851	1494	1322.24	0	0
ENST00000589966	1814	1642.24	0	0
ENST00000005558	1834	1662.24	764.194	19.8494
ENST00000403825	2290	2118.24	0	0
ENST00000417662	429	257.245	0	0
ENST00000421296	1034	862.245	0	0
ENST00000429071	1938	1766.24	0	0
ENST00000432734	574	402.245	0	0
ENST00000440625	891	719.245	0	0
ENST00000443101	440	268.245	0	0
ENST00000445335	570	398.245	0	0
ENST00000462155	437	265.245	0	0
ENST00000476927	486	314.245	0	0
ENST00000535603	3397	3225.24	0	0
ENST00000621379	3232	3060.24	157.806	2.22641
ENST00000360675	773	601.245	0	0
ENST00000392052	774	602.245	0	0
ENST00000601802	469	297.245	0	0
ENST00000261643	2873	2701.24	0	0
ENST00000429152	875	703.245	0	0
ENST00000265755	3430	3258.24	8478.74	112.354
ENST00000424337	3077	2905.24	0	0
ENST00000455841	3315	3143.24	3057.01	41.9912
ENST00000470715	824	652.245	372.056	24.6284
ENST00000476977	5868	5696.24	23668.3	179.398
ENST00000221265	2066	1894.24	0	0
ENST00000595379	281	109.245	0	0
ENST00000595564	1810	1638.24	0	0
ENST00000310301	5903	5731.24	0	0
ENST00000395969	3181	3009.24	18.0842	0.259466
ENST00000413141	575	403.245	1040.64	111.422
ENST00000414632	548	376.245	1575.6	180.807
ENST00000418457	532	360.245	0	0
ENST00000439468	354	182.245	0	0
ENST00000457055	465	293.245	1181.67	173.983
ENST00000262444	3001	2829.24	0	0
ENST00000340825	4211	4039.24	0	0
ENST00000379672	4228	4056.24	0	0
ENST00000581437	629	457.245	685	64.6817
ENST00000583608	730	558.245	0	0
ENST00000616670	884	712.245	0	0
ENST00000338034	3148	2976.24	0	0
ENST00000395962	2924	2752.24	0	0
ENST00000426905	2671	2499.24	3.46418	0.0598455
ENST00000446899	858	686.245	0	0
ENST00000578071	579	407.245	24.4355	2.59063
ENST00000580504	579	407.245	0	0
ENST00000581499	581	409.245	0	0
ENST00000583371	479	307.245	0	0
ENST00000584650	2087	1915.24	348.1	7.84728
ENST00000609101	866	694.245	0	0
ENST00000609757	588	416.245	0	0
ENST00000297029	9713	9541.24	48.34	0.218747
ENST00000417018	549	377.245	0	0
ENST00000518849	536	364.245	0	0
ENST00000519209	2660	2488.24	1182.74	20.5228
ENST00000523729	585	413.245	443.919	46.3805
ENST00000381154	5159	4987.24	33231.9	287.696
ENST00000458014	580	408.245	843.052	89.1606
ENST00000381042	3372	3200.24	0	0
ENST00000442940	652	480.245	0	0
ENST00000444736	2752	2580.24	0	0
ENST00000537427	2559	2387.24	0	0
ENST00000252172	5992	5820.24	0	0
ENST00000418404	6296	6124.24	0	0
ENST00000621918	5916	5744.24	0	0
ENST00000357103	4018	3846.24	0	0
ENST00000265334	2130	1958.24	0	0
ENST00000518990	466	294.245	0	0
ENST00000521118	2160	1988.24	0	0
ENST00000521755	586	414.245	0	0
ENST00000523054	1775	1603.24	0	0
ENST00000523832	1501	1329.24	0	0
ENST00000005756	2224	2052.24	0	0
ENST00000605860	2435	2263.24	0	0
ENST00000005995	1101	929.245	0	0
ENST00000450020	1106	934.245	0	0
ENST00000574265	860	688.245	106.466	6.67893
ENST00000574813	873	701.245	32.5341	2.00313
ENST00000262891	3573	3401.24	0	0
ENST00000300843	5209	5037.24	0	0
ENST00000587566	553	381.245	339.575	38.4566
ENST00000590909	594	422.245	2.01008	0.205536
ENST00000620044	2105	1933.24	0	0
ENST00000622871	1147	975.245	0	0
ENST00000447510	3977	3805.24	0	0
ENST00000505450	4349	4177.24	0	0
ENST00000508167	4014	3842.24	0	0
ENST00000508322	551	379.245	0	0
ENST00000508940	567	395.245	0	0
ENST00000510224	4006	3834.24	0	0
ENST00000513946	581	409.245	0	0
ENST00000514967	568	396.245	0	0
ENST00000539194	3884	3712.24	0	0
ENST00000540805	3908	3736.24	0	0
ENST00000445755	938	766.245	0	0
ENST00000596123	580	408.245	0	0
ENST00000597436	1055	883.245	0	0
ENST00000187608	1300	1128.24	0	0
ENST00000401445	1008	836.245	398.197	20.5591
ENST00000407170	1691	1519.24	0.802509	0.0228066
ENST00000397195	5497	5325.24	0	0
ENST00000574468	1021	849.245	0	0
ENST00000576586	557	385.245	0	0
ENST00000313735	4176	4004.24	13	0.140172
ENST00000621962	3345	3173.24	0	0
ENST00000262442	13750	13578.2	385.109	1.22456
ENST00000454412	13452	13280.2	38012.9	123.584
ENST00000579602	429	257.245	0	0
ENST00000579703	854	682.245	0	0
ENST00000579813	313	141.245	563	172.098
ENST00000579828	1986	1814.24	0	0
ENST00000608377	3147	2975.24	0	0
ENST00000389003	6852	6680.24	0	0
ENST00000528896	7407	7235.24	0	0
ENST00000544884	6856	6684.24	0	0
ENST00000577261	862	690.245	0	0
ENST00000314669	2711	2539.24	0	0
ENST00000444914	2855	2683.24	0	0
ENST00000545060	1276	1104.24	0	0
ENST00000323816	8033	7861.24	0	0
ENST00000396115	929	757.245	150.637	8.58885
ENST00000432992	4970	4798.24	0	0
ENST00000437099	8003	7831.24	0	0
ENST00000542249	1799	1627.24	0	0
ENST00000578599	556	384.245	0.0508123	0.00570953
ENST00000579158	1528	1356.24	0	0
ENST00000580043	544	372.245	0	0
ENST00000580865	2417	2245.24	0	0
ENST00000583882	553	381.245	0	0
ENST00000584146	732	560.245	0	0
ENST00000584389	554	382.245	47.312	5.34403
ENST00000585266	3535	3363.24	0	0
ENST00000006275	805	633.245	0	0
ENST00000585934	758	586.245	0	0
ENST00000588062	695	523.245	0	0
ENST00000592647	514	342.245	0	0
ENST00000310132	2133	1961.24	1273.88	28.0436
ENST00000395040	1907	1735.24	0	0
ENST00000395045	2073	1901.24	0	0
ENST00000585778	1994	1822.24	0	0
ENST00000587180	741	569.245	0	0
ENST00000588983	711	539.245	0	0
ENST00000590028	724	552.245	4.75999e-08	3.72146e-09
ENST00000590493	801	629.245	0	0
ENST00000590849	571	399.245	27.125	2.93338
ENST00000590980	562	390.245	0	0
ENST00000591059	594	422.245	0	0
ENST00000612526	1990	1818.24	0	0
ENST00000619596	1740	1568.24	0	0
ENST00000006724	2489	2317.24	0	0
ENST00000401731	1236	1064.24	0	0
ENST00000602225	524	352.245	0	0
ENST00000006750	1269	1097.24	194.644	7.65909
ENST00000349817	378	206.245	0	0
ENST00000392795	1254	1082.24	1808.36	72.1436
ENST00000435607	7805	7633.24	12852	72.6943
ENST00000578147	7805	7633.24	1.64338e-06	9.29538e-09
ENST00000343210	1866	1694.24	1506.69	38.3961
ENST00000358039	4528	4356.24	0	0
ENST00000360743	4206	4034.24	0	0
ENST00000369664	862	690.245	0	0
ENST00000369666	1815	1643.24	160.48	4.21655
ENST00000369669	1743	1571.24	2.82683	0.0776776
ENST00000418497	860	688.245	0	0
ENST00000490067	1780	1608.24	0.00339916	9.12555e-05
ENST00000369912	2566	2394.24	16.9469	0.305605
ENST00000369915	2642	2470.24	0	0
ENST00000426203	525	353.245	4233.05	517.389
ENST00000426989	622	450.245	0	0
ENST00000241001	1631	1459.24	6.20066	0.183463
ENST00000379107	2591	2419.24	0	0
ENST00000379109	2157	1985.24	0	0
ENST00000379111	1627	1455.24	225.989	6.70486
ENST00000379115	1763	1591.24	0	0
ENST00000379123	2160	1988.24	0	0
ENST00000379129	2616	2444.24	0	0
ENST00000379132	2574	2402.24	0	0
ENST00000419022	6922	6750.24	0	0
ENST00000423822	567	395.245	0	0
ENST00000438681	455	283.245	16.8107	2.5625
ENST00000455099	497	325.245	0	0
ENST00000524853	574	402.245	0	0
ENST00000525535	677	505.245	0	0
ENST00000606377	6860	6688.24	0	0
ENST00000007264	2050	1878.24	0	0
ENST00000561734	2159	1987.24	0	0
ENST00000562070	954	782.245	0	0
ENST00000563560	587	415.245	0	0
ENST00000565377	940	768.245	0	0
ENST00000565809	1918	1746.24	0	0
ENST00000567114	1835	1663.24	0	0
ENST00000569601	917	745.245	0	0
ENST00000262316	2992	2820.24	0	0
ENST00000419764	435	263.245	0	0
ENST00000448893	901	729.245	0	0
ENST00000450643	615	443.245	0	0
ENST00000293872	1456	1284.24	27.368	0.920098
ENST00000337351	2097	1925.24	0	0
ENST00000397780	1335	1163.24	0	0
ENST00000397783	1504	1332.24	146.407	4.74478
ENST00000428363	498	326.245	0	0
ENST00000429378	721	549.245	0	0
ENST00000430864	695	523.245	0	0
ENST00000442701	423	251.245	0	0
ENST00000443357	833	661.245	25.2253	1.64707
ENST00000629543	1520	1348.24	0	0
ENST00000266039	5476	5304.24	0	0
ENST00000360963	5272	5100.24	1.33988e-06	1.13427e-08
ENST00000423994	5329	5157.24	0	0
ENST00000424201	5206	5034.24	34.4615	0.295555
ENST00000429770	5304	5132.24	0	0
ENST00000479441	3453	3281.24	15.5385	0.204461
ENST00000324385	4678	4506.24	0	0
ENST00000397488	4583	4411.24	155.764	1.52456
ENST00000421665	3875	3703.24	149.021	1.73742
ENST00000426824	3930	3758.24	6.10638e-07	7.01516e-09
ENST00000561793	571	399.245	223.215	24.1392
ENST00000562208	3663	3491.24	0	0
ENST00000566162	699	527.245	0	0
ENST00000568887	3763	3591.24	0	0
ENST00000628027	4732	4560.24	0	0
ENST00000007390	1243	1071.24	0	0
ENST00000026218	2846	2674.24	0	0
ENST00000293874	603	431.245	0	0
ENST00000321878	3006	2834.24	0	0
ENST00000409439	916	744.245	0	0
ENST00000409527	1915	1743.24	0	0
ENST00000422307	1286	1114.24	0	0
ENST00000439574	586	414.245	0	0
ENST00000470411	2112	1940.24	3733	83.0693
ENST00000540241	608	436.245	0	0
ENST00000293925	7671	7499.24	0	0
ENST00000397412	7772	7600.24	0	0
ENST00000415022	550	378.245	0	0
ENST00000338863	2983	2811.24	0	0
ENST00000402886	2729	2557.24	0	0
ENST00000433586	657	485.245	0	0
ENST00000333360	3857	3685.24	74	0.866971
ENST00000367774	1518	1346.24	0	0
ENST00000367775	3389	3217.24	0	0
ENST00000367776	3576	3404.24	0	0
ENST00000367777	3576	3404.24	0	0
ENST00000609271	560	388.245	0	0
ENST00000294401	2210	2038.24	0	0
ENST00000377577	3311	3139.24	0	0
ENST00000426784	975	803.245	0	0
ENST00000451196	1357	1185.24	0	0
ENST00000367755	2087	1915.24	0	0
ENST00000479749	723	551.245	0	0
ENST00000349606	2796	2624.24	0	0
ENST00000356840	1666	1494.24	0	0
ENST00000217885	1734	1562.24	0	0
ENST00000372960	2418	2246.24	0	0
ENST00000372964	661	489.245	0	0
ENST00000372966	2529	2357.24	0	0
ENST00000427768	695	523.245	0	0
ENST00000361729	5191	5019.24	0	0
ENST00000262193	928	756.245	0	0
ENST00000295987	3209	3037.24	0	0
ENST00000340666	3165	2993.24	0	0
ENST00000341776	5755	5583.24	0	0
ENST00000397311	5595	5423.24	0	0
ENST00000379989	3463	3291.24	13.7891	0.18089
ENST00000379996	3449	3277.24	2.57454	0.0339179
ENST00000463994	2632	2460.24	11497.7	201.777
ENST00000623364	483	311.245	3.96678	0.550269
ENST00000623535	12533	12361.2	0	0
ENST00000624700	564	392.245	0	0
ENST00000624953	567	395.245	0	0
ENST00000009105	2612	2440.24	0	0
ENST00000361322	2440	2268.24	0	0
ENST00000423146	808	636.245	0	0
ENST00000356200	2653	2481.24	1704.45	29.6588
ENST00000357760	2446	2274.24	8822.5	167.492
ENST00000358779	2419	2247.24	1.07202e-07	2.05964e-09
ENST00000378633	2458	2286.24	12478.8	235.661
ENST00000378638	2429	2257.24	0	0
ENST00000401096	450	278.245	0	0
ENST00000404249	2449	2277.24	0	0
ENST00000479362	700	528.245	0	0
ENST00000341426	3235	3063.24	0	0
ENST00000341991	3098	2926.24	0	0
ENST00000342348	1722	1550.24	0	0
ENST00000378625	3653	3481.24	0	0
ENST00000469045	890	718.245	0	0
ENST00000344788	797	625.245	6500.75	448.903
ENST00000393655	5773	5601.24	504.252	3.88689
ENST00000008391	1711	1539.24	0	0
ENST00000308059	6426	6254.24	0	0
ENST00000346219	5490	5318.24	0	0
ENST00000350796	4505	4333.24	26.3555	0.262601
ENST00000396741	4508	4336.24	10.6445	0.105987
ENST00000265727	2891	2719.24	0	0
ENST00000398201	2784	2612.24	0	0
ENST00000398203	2697	2525.24	0	0
ENST00000398204	9334	9162.24	0	0
ENST00000398209	9144	8972.24	0	0
ENST00000412441	726	554.245	151	11.7629
ENST00000413139	793	621.245	0	0
ENST00000426930	1259	1087.24	0	0
ENST00000439864	2576	2404.24	0	0
ENST00000011473	2127	1955.24	0	0
ENST00000455385	2151	1979.24	0	0
ENST00000464029	1017	845.245	150	7.6621
ENST00000470347	1193	1021.24	0	0
ENST00000360793	3001	2829.24	0	0
ENST00000392975	3007	2835.24	0	0
ENST00000392976	3151	2979.24	0	0
ENST00000448884	1496	1324.24	0	0
ENST00000542042	1302	1130.24	0	0
ENST00000578072	551	379.245	0	0
ENST00000580592	481	309.245	0	0
ENST00000580691	1127	955.245	0	0
ENST00000581573	2344	2172.24	0	0
ENST00000582034	1193	1021.24	0	0
ENST00000582297	897	725.245	0	0
ENST00000582997	877	705.245	0	0
ENST00000584031	3200	3028.24	0	0
ENST00000584291	848	676.245	0	0
ENST00000585153	811	639.245	0	0
ENST00000262013	8273	8101.24	339.847	1.81122
ENST00000357122	4761	4589.24	8792.96	82.7243
ENST00000505279	4659	4487.24	0	0
ENST00000510283	4949	4777.24	5.78837e-06	5.2314e-08
ENST00000510855	686	514.245	1143.03	95.9685
ENST00000511795	522	350.245	0	0
ENST00000513906	750	578.245	0	0
ENST00000618113	8246	8074.24	4416.68	23.6174
ENST00000164024	11956	11784.2	0	0
ENST00000393376	3233	3061.24	0	0
ENST00000417368	3163	2991.24	12	0.173208
ENST00000011684	2881	2709.24	2874.1	45.803
ENST00000304581	1424	1252.24	309.048	10.6555
ENST00000396988	2963	2791.24	0	0
ENST00000449001	3111	2939.24	0	0
ENST00000536531	1683	1511.24	3317.85	94.7896
ENST00000011691	815	643.245	202.342	13.5816
ENST00000447630	1047	875.245	3110.03	153.417
ENST00000262966	1567	1395.24	0	0
ENST00000359935	1475	1303.24	0	0
ENST00000594162	407	235.245	2.68483	0.492762
ENST00000596722	1578	1406.24	0	0
ENST00000597036	1445	1273.24	261.315	8.86119
ENST00000599840	1611	1439.24	0	0
ENST00000601877	379	207.245	0	0
ENST00000010404	901	729.245	0	0
ENST00000396207	909	737.245	0	0
ENST00000396209	979	807.245	0	0
ENST00000396210	914	742.245	0	0
ENST00000535309	1331	1159.24	0	0
ENST00000536371	298	126.245	0	0
ENST00000538885	202	52.4438	0	0
ENST00000540056	546	374.245	0	0
ENST00000540126	365	193.245	0	0
ENST00000543076	406	234.245	0	0
ENST00000008527	3267	3095.24	0	0
ENST00000549356	621	449.245	0	0
ENST00000008938	720	548.245	0	0
ENST00000358552	1727	1555.24	0	0
ENST00000360105	5459	5287.24	0	0
ENST00000397661	3143	2971.24	0	0
ENST00000585575	1485	1313.24	2351.08	77.2967
ENST00000586873	587	415.245	154.45	16.0591
ENST00000587260	1537	1365.24	0	0
ENST00000587760	1487	1315.24	5.80184	0.190458
ENST00000588228	1692	1520.24	24.6672	0.700559
ENST00000590027	579	407.245	0	0
ENST00000591028	582	410.245	0	0
ENST00000592199	1509	1337.24	1.16901e-07	3.77438e-09
ENST00000399640	6764	6592.24	2015.43	13.2
ENST00000517668	665	493.245	0	0
ENST00000519924	684	512.245	0	0
ENST00000521180	6951	6779.24	19553.5	124.533
ENST00000522652	2580	2408.24	0.0235965	0.000423045
ENST00000523634	895	723.245	0	0
ENST00000523854	626	454.245	0	0
ENST00000523855	741	569.245	0	0
ENST00000336577	3554	3382.24	0	0
ENST00000612971	1017	845.245	13	0.664049
ENST00000008180	1056	884.245	0	0
ENST00000325568	1105	933.245	0	0
ENST00000382213	880	708.245	0	0
ENST00000396887	789	617.245	0	0
ENST00000396890	1067	895.245	148.204	7.14753
ENST00000440815	920	748.245	0	0
ENST00000444393	892	720.245	0	0
ENST00000525228	566	394.245	0	0
ENST00000525377	997	825.245	2.2322	0.116786
ENST00000525643	1272	1100.24	3.1372	0.12311
ENST00000526464	1198	1026.24	0	0
ENST00000528163	950	778.245	6.25028	0.346755
ENST00000529550	772	600.245	0	0
ENST00000529699	672	500.245	0	0
ENST00000530538	674	502.245	0	0
ENST00000530890	774	602.245	0	0
ENST00000531965	746	574.245	2617.63	196.812
ENST00000533097	814	642.245	0	0
ENST00000534507	1112	940.245	0	0
ENST00000548246	447	275.245	0	0
ENST00000548476	1014	842.245	5.23352	0.268284
ENST00000548652	812	640.245	0	0
ENST00000548807	810	638.245	1603.1	108.446
ENST00000549213	654	482.245	0	0
ENST00000551122	733	561.245	0	0
ENST00000551513	791	619.245	0	0
ENST00000552356	623	451.245	0	0
ENST00000552664	731	559.245	0	0
ENST00000552936	713	541.245	186.054	14.8418
ENST00000613483	1033	861.245	4.15058	0.208076
ENST00000262304	14138	13966.2	3046	9.4165
ENST00000423118	14135	13963.2	8.24632e-07	2.54984e-09
ENST00000483024	465	293.245	0	0
ENST00000488185	737	565.245	0	0
ENST00000567946	1822	1650.24	0	0
ENST00000329492	3381	3209.24	0	0
ENST00000356271	3446	3274.24	0	0
ENST00000394126	3896	3724.24	0	0
ENST00000394127	3456	3284.24	0	0
ENST00000394128	3479	3307.24	0	0
ENST00000422942	905	733.245	0	0
ENST00000428757	1105	933.245	0	0
ENST00000501516	3037	2865.24	0	0
ENST00000535071	2441	2269.24	0	0
ENST00000537674	548	376.245	0	0
ENST00000543759	628	456.245	0	0
ENST00000578161	580	408.245	0	0
ENST00000580302	604	432.245	0	0
ENST00000580517	567	395.245	0	0
ENST00000580885	1963	1791.24	0	0
ENST00000582023	592	420.245	0	0
ENST00000585306	597	425.245	0	0
ENST00000614384	454	282.245	210	32.1242
ENST00000251822	5451	5279.24	16633	136.031
ENST00000519685	3505	3333.24	0	0
ENST00000522948	4959	4787.24	0	0
ENST00000524077	803	631.245	0	0
ENST00000233099	6905	6733.24	0	0
ENST00000425467	433	261.245	0	0
ENST00000337002	6568	6396.24	0	0
ENST00000480708	1430	1258.24	0	0
ENST00000009589	626	454.245	0	0
ENST00000518875	671	499.245	0	0
ENST00000519606	424	252.245	0	0
ENST00000519807	1826	1654.24	0	0
ENST00000520627	423	251.245	0	0
ENST00000521262	650	478.245	0	0
ENST00000523936	899	727.245	0	0
ENST00000524349	752	580.245	0	0
ENST00000618656	627	455.245	0	0
ENST00000261443	3228	3056.24	196.093	2.77021
ENST00000339438	4006	3834.24	2774.87	31.2465
ENST00000358528	4076	3904.24	0	0
ENST00000369530	3774	3602.24	3866.93	46.3481
ENST00000438362	4167	3995.24	0	0
ENST00000525132	521	349.245	1.98615	0.24554
ENST00000525878	626	454.245	185.994	17.6787
ENST00000525970	503	331.245	0.12567	0.0163803
ENST00000529046	571	399.245	0	0
ENST00000530886	3459	3287.24	1.71689e-08	2.25502e-10
ENST00000534389	601	429.245	0	0
ENST00000534699	2667	2495.24	0	0
ENST00000610726	4312	4140.24	0	0
ENST00000348165	5229	5057.24	0	0
ENST00000389103	1626	1454.24	0	0
ENST00000611269	1866	1694.24	0	0
ENST00000358835	10815	10643.2	0	0
ENST00000368802	10701	10529.2	0	0
ENST00000368805	10461	10289.2	0	0
ENST00000435970	10943	10771.2	0	0
ENST00000619481	969	797.245	0	0
ENST00000371130	12875	12703.2	0	0
ENST00000422452	12891	12719.2	0	0
ENST00000375375	2260	2088.24	0	0
ENST00000400661	1700	1528.24	1302	36.7839
ENST00000420770	5538	5366.24	0	0
ENST00000400897	2439	2267.24	0	0
ENST00000400898	726	554.245	0	0
ENST00000229447	7513	7341.24	0	0
ENST00000344419	8742	8570.24	0	0
ENST00000392255	1180	1008.24	0	0
ENST00000392256	882	710.245	0	0
ENST00000425615	684	512.245	0	0
ENST00000500320	2158	1986.24	0	0
ENST00000010299	1050	878.245	0	0
ENST00000234549	992	820.245	0	0
ENST00000373949	2273	2101.24	0	0
ENST00000373954	3567	3395.24	0	0
ENST00000419687	1661	1489.24	0	0
ENST00000446647	504	332.245	0	0
ENST00000530324	1027	855.245	0	0
ENST00000367023	1065	893.245	0	0
ENST00000367024	2331	2159.24	0	0
ENST00000367025	2243	2071.24	0	0
ENST00000367026	2058	1886.24	54	1.23605
ENST00000400959	1854	1682.24	0	0
ENST00000477431	791	619.245	0	0
ENST00000479796	540	368.245	0	0
ENST00000487271	499	327.245	0	0
ENST00000261534	4876	4704.24	0	0
ENST00000554948	565	393.245	0	0
ENST00000556171	580	408.245	0	0
ENST00000556394	693	521.245	0	0
ENST00000367621	1284	1112.24	0	0
ENST00000367630	7028	6856.24	0	0
ENST00000452973	3177	3005.24	0	0
ENST00000620996	3272	3100.24	0	0
ENST00000313375	3278	3106.24	0	0
ENST00000354613	3215	3043.24	1.48839e-07	2.11164e-09
ENST00000414749	3224	3052.24	0	0
ENST00000429400	3173	3001.24	12	0.172631
ENST00000434326	3252	3080.24	0	0
ENST00000453275	690	518.245	0	0
ENST00000456640	706	534.245	0	0
ENST00000339594	6102	5930.24	0	0
ENST00000404251	5428	5256.24	0	0
ENST00000011619	3113	2941.24	0	0
ENST00000339796	1530	1358.24	0	0
ENST00000340181	1719	1547.24	919.566	25.6604
ENST00000373737	1488	1316.24	12.08	0.39625
ENST00000373738	1570	1398.24	491.414	15.1741
